,affection,agitation,alarm,anticipation,attention,awareness,awe,belief,cognition,consciousness,craziness,curiosity,decision,desire,disarray,disgust,distrust,dominance,drunkenness,contemplation,earnestness,ecstasy,embarrassment,exaltation,exhaustion,fatigue,friendliness,imagination,insanity,inspiration,intrigue,judgment,laziness,lethargy,lust,nervousness,objectivity,opinion,patience,peacefulness,pensiveness,pity,planning,playfulness,reason,relaxation,satisfaction,self-consciousness,self-pity,seriousness,skepticism,sleepiness,stupor,subordination,thought,trance,transcendence,uneasiness,weariness,worry
contemplation,0.010834382855202532,0.012326508898478838,0.012264541877420324,0.014630590523384505,0.013384868629634793,0.015340610539870392,0.01440963100840151,0.02105757384854739,0.020090919101968818,0.02119288795358538,0.013575889946076765,0.015483124171044556,0.015576992826581256,0.01172193308258549,0.014629726489992783,0.012569347524964618,0.013186399810381074,0.009298815813858658,0.0143784147465312,0.08468955942000474,0.01838972155676375,0.012773485659303908,0.01104935127031031,0.01605085230982831,0.01351128287094302,0.012487983708643239,0.011022057196991532,0.020466444991407387,0.013886941738507045,0.016503540766050658,0.017355971185423244,0.013997950697437315,0.014199128015747128,0.013339562507142286,0.009683520316325696,0.012929149673976506,0.020222051748996266,0.017563896575307547,0.020349629836501827,0.014631200399980313,0.025072885018028613,0.014544694375021025,0.01688882375636568,0.01104719478969083,0.02196452284642699,0.01358258420395068,0.015326066251683852,0.01803613452271845,0.015377144751506311,0.021678225846579413,0.018952866708080364,0.012557872972545403,0.015602675595181793,0.011804167577906423,0.023091135885360315,0.019040858782745904,0.020946981112028154,0.01492002184723484,0.014672548494022405,0.013836152568819588
earnestness,0.01429599867252063,0.014723471642250999,0.014118833976612883,0.017288502341921707,0.01361985320999665,0.015640219291168416,0.019817333652835622,0.022136523592758927,0.015185292887599155,0.019026050116901113,0.016217201906587264,0.018202156102746708,0.013276428506597666,0.01591508098650396,0.014141315799300605,0.014895069126439713,0.01514100314767462,0.010061602650420404,0.014480315449361344,0.016263493739079416,0.07489771474468311,0.01801795721024551,0.013971729162572109,0.021349938388306403,0.011828021550219597,0.010321119844005997,0.014300940396160054,0.02111685952742989,0.015247004173664279,0.021690325122456295,0.022640966597794458,0.014077485044380476,0.011366093868039467,0.010780977782256836,0.012857076011433563,0.015505274867106518,0.015147279480251082,0.016247345598059893,0.01859563162562236,0.014054849939744688,0.01681768788541467,0.01719033843160352,0.013820744805195115,0.014361543611322346,0.01578679509642866,0.012232509892986054,0.017224405370164758,0.019406786540252092,0.014005503914717011,0.02030009187066925,0.016731273503144142,0.01028703912847421,0.013756523535854225,0.011225001237071553,0.01678306473125999,0.016167298215285054,0.020571509097613894,0.01585127983455878,0.012866735564088945,0.016153530000185486
ecstasy,0.019202015804935798,0.016958669867101307,0.015169327667007508,0.016865894010899683,0.012480684808163648,0.014126727802219931,0.02683253765872471,0.016839319475385615,0.011990119517903493,0.015478198961855854,0.01706625260989571,0.017646981411756513,0.010961605762644802,0.020883246318518737,0.01347384110123657,0.017056290696071764,0.01541168705846141,0.010193034495573973,0.014364839373693773,0.01295820577103635,0.020668183333984593,0.08591427327618227,0.016718144429979594,0.023135069832028683,0.012327594575320025,0.010730960347482279,0.017771947813103445,0.01759276969476211,0.01540792601761086,0.02050938136403587,0.019373785948711086,0.012086505575821629,0.0113232197468578,0.011013387496402585,0.016435138690044093,0.017640680281291805,0.011886766593896314,0.012882296918167025,0.01693209632794518,0.01629097473878157,0.014182741356146075,0.018874322108160615,0.01096895593601448,0.018014818077893277,0.012065111468645744,0.01363472219507784,0.019007042655505936,0.01669600519340479,0.014167750729578352,0.016283802250694247,0.013626137698746616,0.010904875583604165,0.013483618191019633,0.010648009444770817,0.013132207707385067,0.015579633356823953,0.01801621256821636,0.0172534106585903,0.013380460296688582,0.017479579347537202
embarrassment,0.012752738058393163,0.020520084957102776,0.018371644619192842,0.015667376968204003,0.011625878001939422,0.012270685645688074,0.017489182866173195,0.015246269785525493,0.011524077760735147,0.013264538658175572,0.023789974225217177,0.013969610953275955,0.010764408063215106,0.015579335833696287,0.018783491691674793,0.026335325621102152,0.02020570249723224,0.011523243165818077,0.018686261883793482,0.011663141152325685,0.016675935869648533,0.017395278118563035,0.08939405232756699,0.01932631016216209,0.012269157608187715,0.010716423384321836,0.012357356127388789,0.014359925659492697,0.023695119569657253,0.016118732896781538,0.016234100060108784,0.015542447952883958,0.011451825580578431,0.011322360344913025,0.018274544190302774,0.02169696258905094,0.01286099669864585,0.014613623637336292,0.012238247521472023,0.010371262023364223,0.013110335172229615,0.02319709662809559,0.011504974448721552,0.01312642167813231,0.01186579245835136,0.009193821170464496,0.012480973497741434,0.019475903573615557,0.016783327040699382,0.01616919991031323,0.016356110558248843,0.009873215502238486,0.015418635907741205,0.012965707603597361,0.01208151061351109,0.015238003591498503,0.01631207823412368,0.01925317790472825,0.013733435341544937,0.024912644433495588
exaltation,0.014902572419240707,0.01745212471830681,0.01585908077758453,0.01724781963204767,0.012652757598763322,0.014359099516496547,0.02105989669630153,0.017804777985787775,0.013135938114952336,0.016625302751457,0.01831882219365265,0.01724009760379371,0.011708199407759912,0.01727049503620839,0.015318019594702926,0.01756385432507083,0.01657964499564048,0.010206340246834448,0.016168457754436018,0.014016802055539844,0.02108185269315616,0.019915270474680936,0.01598899017189905,0.07395724336920173,0.013176469363692671,0.011426155556096171,0.014381326775575987,0.01733549280135645,0.016826065610921776,0.018447938300755824,0.01986010350151308,0.013104758898919131,0.012346093004282183,0.011916484405625226,0.014685635554575348,0.01846028374868112,0.013430381267051822,0.01404648610519895,0.01677641992210108,0.014068219820205117,0.01541270669577789,0.01939387276614643,0.011968307542661316,0.014899342461593629,0.013199610402780108,0.01237822367966225,0.016995100851187873,0.01879432988319811,0.014717039034357988,0.018484199142101337,0.015508319079202677,0.011263488805347596,0.015232830216044484,0.011611107364046516,0.014358298168795724,0.01720925440725323,0.01973139499824804,0.018907261697812254,0.01452515453772243,0.018688383495992885
exhaustion,0.01242868791549142,0.0172832386176406,0.017179268291077365,0.015928900907507672,0.01382334874827634,0.014938999624855356,0.012470104111717116,0.012975703507128261,0.014193917450747962,0.015778936502263953,0.015155842740089203,0.015280012078228806,0.013150676219086261,0.013758147254739875,0.017018022381417933,0.01427066234397322,0.015979264909350758,0.012345678749359011,0.01885769445120085,0.01365143901075337,0.013513108398360067,0.012277918393457682,0.011744048630483745,0.0152450924257268,0.08556806680112647,0.026694066041636613,0.012234629289476807,0.011866520482526876,0.014372457478312962,0.011029912658892822,0.014219325566475463,0.01205952563740347,0.026824511455914666,0.026199284472348178,0.013095738765153346,0.017004528635729044,0.014174877557061268,0.012031976596977412,0.015235618185050143,0.013702359497465882,0.014508177422958301,0.013406837639591577,0.012504087730651819,0.01307721409916556,0.012698527739982887,0.015564178612181038,0.015308441058382938,0.014241837475987312,0.012372242261649716,0.015567040426448296,0.01410561666456635,0.02409108649848792,0.022705637589083345,0.016505768676644494,0.014563873605652176,0.01824810269551965,0.01510689117736866,0.019167549917596987,0.025883044090359283,0.014811731833236603
fatigue,0.011932123654434707,0.01638226889061978,0.016333691568691452,0.015092422656640224,0.01349016892285541,0.014500091457612028,0.011923336893752691,0.012530975136294118,0.01415789508893335,0.015384578426739908,0.014396689374602648,0.01459126877235109,0.013080718883076978,0.013041009849480291,0.016628991255101783,0.013708201881117583,0.015189847689364782,0.01215050551051336,0.018197539457318966,0.013808872875613673,0.012904881936054552,0.01169685350723164,0.011226309732898525,0.014468223155947481,0.029214522469074595,0.09364741236114514,0.011734742111110376,0.011550878818406211,0.013856230567822739,0.010566681572225758,0.013504591737870027,0.01167287332503171,0.029617882378431222,0.030285011883853324,0.01243198918325263,0.016106820163819896,0.014114472970946335,0.011690994228139144,0.015055697255771897,0.013930833744694343,0.014626354933841075,0.012907277732890032,0.012402968900190731,0.012513283390845484,0.01263133239210478,0.01624486236336598,0.014911019936283009,0.013678292213610006,0.012397584650004222,0.015082501839785448,0.013778065983588125,0.02832338517762198,0.022380326254599545,0.016474151458357487,0.014478246607346194,0.018230143894178232,0.014724686150909137,0.018428879883955765,0.025796972949913746,0.014190561937766516
friendliness,0.02910631168379502,0.01626641219301492,0.01638434247825429,0.020800732058598843,0.01805428020581156,0.01941602717527136,0.017340143193746244,0.015104023565995547,0.01362298950936615,0.016674768115609043,0.014811568429400578,0.022802115218188885,0.014146907549812002,0.025997138258712728,0.012214520006387378,0.013112455428408413,0.015406401344785617,0.014665557155123238,0.013463852132039753,0.011916573733172953,0.017482947257989965,0.018940364215963644,0.012657139180673477,0.017804790052164215,0.013091750261200493,0.011473512307612375,0.0915627056928975,0.014075619647152801,0.012506113073762551,0.015444940918118927,0.019542977113093406,0.012785122240261074,0.011755212756723745,0.011163157674151233,0.01836532911346445,0.01597386414286343,0.012275699169946322,0.012899536069470937,0.016736235839633504,0.015210487082700725,0.011833036504003384,0.013139627640392197,0.01279402517195389,0.03010813665952365,0.012485241666249142,0.01538988478146215,0.02158956717991504,0.013927762090890137,0.009768976751734278,0.014605374684123922,0.012459718496183216,0.011797909108944746,0.012634255542647488,0.013031348263347106,0.013928601916600723,0.012662781111072953,0.014189187461305944,0.014283954045901447,0.012747960060878707,0.013568027617530563
imagination,0.012763862164170527,0.01309898987950741,0.012471997983870645,0.015132070364845512,0.012511047916521146,0.014472881533065909,0.01940722679540708,0.023867129235222828,0.01589952396789892,0.019080054542292328,0.014855220561823958,0.016249487981207424,0.013123967201337171,0.013814064654570368,0.013731296061749103,0.014184187376948551,0.013599134333174117,0.008911108588824889,0.013656427685550584,0.019977536705485615,0.0233072031934776,0.016927713298133328,0.01327923220343707,0.019376925749224515,0.011464129181818517,0.010196441792567736,0.012708032106817164,0.08266647102586065,0.01481311358448601,0.023871889454362683,0.019869865318001202,0.013617774527943717,0.011389605490961564,0.010825729585541092,0.01108032776446658,0.013923650270137441,0.016093694255306185,0.016824761929969113,0.019934023848707783,0.015284362224307525,0.02065395288084798,0.01740800392893793,0.014161879023649446,0.01258918699273891,0.01761939176354948,0.012671997862657363,0.016483013510380756,0.019432323118873326,0.016338681531767506,0.020925701657451116,0.01746827091993786,0.01031032312368261,0.013568688390781897,0.010334601532254555,0.01813901113313029,0.017471079396308584,0.022756327308554865,0.015208058205235696,0.01274800939463954,0.015449335985618597
insanity,0.010933247452792423,0.019371579924310246,0.01814550982418753,0.015524982359449503,0.01194359717471113,0.01265302198589345,0.014920511582021933,0.015760202665977593,0.012957810632406452,0.014258444939821672,0.02386791190676084,0.013694653327405966,0.011786194094120758,0.013360077225482186,0.022348568531943603,0.023633875195583947,0.020700367438945565,0.011300390105499788,0.02122225111856903,0.012988940748968445,0.01612549103411858,0.014206132447584863,0.020996517854847605,0.01802182875399365,0.01330504378022971,0.011720504760701066,0.010819339012200767,0.014194299036866457,0.07921309746064689,0.014576758968176569,0.015914007859013486,0.01659648242339949,0.01281383869552777,0.01255680941119428,0.014912853042114885,0.020680717115812607,0.014878789887870543,0.015902573349594603,0.012536930347028222,0.00995591383328885,0.014439939574780609,0.021235456280057977,0.012817152726875296,0.011502039571160192,0.013297515340393633,0.009166372202325294,0.011939045279346982,0.021246439980207994,0.016974753702348903,0.0178488146502365,0.01890026037699259,0.010610433590439583,0.017582654199510047,0.014120342147315456,0.013489715400539067,0.01663657450191512,0.017052054789747192,0.019999354058878836,0.014983455524178535,0.024857558793687225
inspiration,0.014442136509071718,0.014127697796827099,0.013253910408386695,0.015882470055614595,0.012600163121932333,0.014371446182380232,0.022723713575092418,0.022164970613349863,0.014305955972873511,0.01750912482330213,0.016050471197914747,0.01681380178536685,0.012416094354954721,0.01575526155320827,0.013616519911065578,0.015466000550718565,0.014433501377471637,0.009394201406216328,0.01368956389868579,0.016456598209598727,0.02445627471538587,0.020159513579178324,0.015227025781807691,0.02106492568970753,0.010885619815281187,0.009528743745353079,0.014244934046704275,0.024386541079584947,0.015540206519495427,0.08444866902682675,0.020858881678014116,0.013856656781818315,0.010501756695626058,0.01003156693153069,0.012761704066011155,0.015008474543985835,0.014499680718197204,0.016271733929850225,0.018095170460460625,0.014677532417368468,0.01728971099808991,0.018812507454324078,0.013224996225343424,0.01409713842987447,0.01553987350016696,0.011986767765112096,0.016698070282272118,0.01943473101128525,0.015744789436539175,0.01925515585175106,0.016474502825612976,0.00956971661284481,0.012886363384774722,0.010276634335203923,0.015940121306322868,0.015974073573638725,0.020790846126511477,0.015388726805963988,0.01206794452905737,0.016568114019091005
intrigue,0.015244004580144627,0.01542705649833252,0.01545570380867724,0.020135711907694157,0.01599947928212268,0.018189547911305608,0.01733341263692108,0.020393337601522735,0.016212265202638187,0.02000499028096188,0.01641203985888679,0.020950718253000825,0.014990349608972393,0.017138709630927694,0.014315514974828372,0.014264481338247544,0.016262022452520085,0.011762492479512162,0.0149027021172202,0.015091241032548325,0.022260366266712534,0.016605619600328,0.013372897084822921,0.01977455417709838,0.012236950023539016,0.010619194772770936,0.015717302595074107,0.017699925311594433,0.01479409765377161,0.01818880303743964,0.07363866536152282,0.015229161579359036,0.011605471693841256,0.01091235522673604,0.013956230793358997,0.015933148168350657,0.015670069235005513,0.01680962368637654,0.017715796345722557,0.013002244983179779,0.014991911842158534,0.015345762077304769,0.015087535190708429,0.015881705241046824,0.015993770700502043,0.012098547049907041,0.017479184074715957,0.018378286807406254,0.012076564970022475,0.019442187935887756,0.016579596010365388,0.010472705361653132,0.013824932972136115,0.012646682542354478,0.01720135642339564,0.014803493027130814,0.01787859479609863,0.015329328791532157,0.012838975221660304,0.015420619910423348
judgment,0.011265721513290012,0.016033367759566496,0.017728193591916963,0.018409696160963628,0.01755324284739527,0.017130354472289656,0.012613097969640505,0.01760968580681341,0.018238663775450446,0.016950974433897984,0.018518342619534448,0.016067433408535593,0.01870644520918246,0.01332317264879941,0.018732627094312965,0.015396953186173507,0.020012281272608217,0.016040228100784443,0.0178126843100057,0.014201360803836587,0.01614923235338943,0.012087342027845687,0.014938471825836158,0.015224523027071453,0.012109156168660358,0.01070970149946066,0.01199724816631561,0.014153769422786028,0.018001737722147304,0.01409811426498867,0.0177691012166237,0.08592021901188947,0.011847857886607516,0.011147388019965565,0.014319788881417524,0.016329341624068325,0.020285147424775666,0.023848428785296798,0.01291227319423578,0.009048374470091962,0.013693157331246781,0.014743883410103792,0.02084918923414776,0.012453037978742042,0.018244663636235968,0.008894021966631556,0.012073547953906597,0.019619751865032432,0.012183109964066467,0.0183460699882756,0.02164839348294865,0.009711934685892383,0.0149486181176025,0.018120425807896946,0.01719386745442202,0.013434653556173456,0.014980453314762351,0.014646429388037653,0.012546281241681138,0.01642676564372276
laziness,0.011411178921953428,0.01602576435555664,0.016016120824639393,0.015109551905768915,0.013457085376289429,0.014591685872511174,0.012008775759884285,0.01320096006380959,0.014906152517679083,0.016050016722256352,0.014576953751728365,0.014604960134685437,0.013460117068552767,0.012610821030965962,0.01716447653992688,0.013784469065642548,0.01526393125926121,0.011698147118172521,0.018522466837510566,0.014746700046089625,0.013347677872000661,0.011592247907569082,0.011267540959781086,0.01468290113298945,0.02757294447411698,0.027817703125697223,0.011292105358756943,0.012118317548665623,0.01422804736682127,0.010937855677192384,0.013861809733034133,0.012128511555748393,0.08795550884654658,0.029236366568452368,0.011907110403875761,0.015936546538321147,0.015043480562704723,0.012364350569804157,0.015434266410249007,0.013632967011084308,0.015580987162595383,0.01322667584991324,0.01300059084894058,0.011987619474365269,0.013455535570172547,0.015442161713329971,0.014680818089608876,0.014370811443122182,0.012915509866413752,0.01596849870352574,0.014655500475270604,0.024876574265022027,0.02323638152882508,0.016228204212491517,0.015331249123564835,0.019081561082724744,0.0154482253037783,0.018575223863138184,0.025938467308271537,0.014430809318630111
lethargy,0.011314339130053953,0.01625774702754905,0.0160158724509762,0.014683332787680772,0.01287662934357306,0.013951495987944844,0.012060249590237906,0.012852341984756495,0.014192251790002115,0.015398077868172304,0.014679661168753732,0.014133240889775378,0.01279091243303274,0.01253144060686795,0.017297199059320364,0.014156790796978647,0.015217229775253843,0.011445966852463284,0.01866781559674109,0.01434125686507824,0.013105846764275394,0.011671618951323886,0.011531979175553153,0.014670433105177759,0.02787746067208051,0.029444722687652934,0.011100535829213479,0.011923486876343694,0.01443303977137833,0.01081562118060883,0.013492365204530033,0.011812810704275528,0.03026466385479741,0.0910490673725091,0.012007715402864253,0.016165332214762903,0.01447087843236586,0.011968169818744715,0.015041008755383112,0.013693773812704079,0.01540987155791884,0.013479812275536318,0.012409813465757737,0.011824603616848338,0.01290493132792211,0.01540793733186771,0.014419624447450326,0.014223268300988868,0.013319499067104178,0.0155965993313164,0.014352693266457038,0.025875286146433002,0.023497452722086754,0.015917487566947584,0.014664300935196358,0.019322497236529776,0.015347420577443396,0.019041308847456098,0.02687947909678873,0.014701730290193584
lust,0.018277429424434603,0.02312378552726462,0.02292087692063832,0.020092488714665797,0.015645743132006413,0.01573160474644489,0.015857620118847244,0.013648285576682758,0.012034315864945971,0.013970802943738711,0.02038615119514267,0.017659083427881663,0.012572262904166524,0.022005626633823282,0.01611844297971152,0.018426182753975378,0.021333459953146658,0.017203690753894958,0.01763267622590142,0.010354322893212265,0.01554504394766176,0.017323129897794397,0.018512123471036993,0.017981683145499524,0.013859149909872095,0.012021624308365599,0.018163452702727602,0.012137843081122002,0.01704833818878331,0.013684664983604997,0.017162499737743375,0.015092443174222902,0.012259186288480613,0.011942718452205988,0.09055622493404822,0.022105315112314842,0.012165759971781544,0.013312550120116312,0.012659519174491953,0.010972195792899786,0.010934253573786136,0.015853588117139192,0.012083607642424284,0.01980585398865523,0.0112388392480847,0.010879439844860995,0.014928063267028857,0.01558000608687517,0.011147774567327604,0.01439306535936809,0.0137481641219494,0.01127470682629479,0.014751261894587786,0.01600557799178103,0.012050820730970035,0.012970768680879045,0.013636608248628208,0.017197804583151555,0.013937185223986927,0.018082290916921376
nervousness,0.013566780782268636,0.025522167319938293,0.02194730043960973,0.017805651667122002,0.013152702299592454,0.013948106019938252,0.015421298476494776,0.014253842469060822,0.01230969497461142,0.014358113030393716,0.02302526702178669,0.01563037358007672,0.011741963841385783,0.01660654121718101,0.01912298033464628,0.021102011200063612,0.022055690302686757,0.012788540736733205,0.021018306797963515,0.011613594345549353,0.015748437292958373,0.015619839638384689,0.018463621057960237,0.018988218467323157,0.01511748131049048,0.013084001672697219,0.013271436444581812,0.012812983616059176,0.019860727886271842,0.013519801230839203,0.016459712644253374,0.014457721758127168,0.013783443573743592,0.013506278338910688,0.018569703242579432,0.07607230275838635,0.013094197468832725,0.013507290605952288,0.013065030056022749,0.010987742167508148,0.01273338698313947,0.018039692347706665,0.011844188525939133,0.01435852291371354,0.011811035809851532,0.010617168083311342,0.01383938760263862,0.017527737876023478,0.013410631938914013,0.01612543533105894,0.015366559891904866,0.012054628863020018,0.017716541740909926,0.014979914042547577,0.01271014758378411,0.015675090778094144,0.01558004715924069,0.021140413718548048,0.016204046853190105,0.021284523867478016
objectivity,0.010283371120012891,0.01349244552649438,0.014417892547527037,0.016420092086560253,0.016190869913976676,0.017171596858628783,0.012158101621674739,0.019109199510182494,0.023709916132455426,0.02023734351522291,0.01505588721728747,0.015743005730741222,0.019855292552278532,0.011656346601248731,0.017033934636158342,0.0129888713839644,0.015741791492716088,0.01219576216530713,0.016348436298348635,0.019287383154705646,0.016335936475482208,0.011175742287162541,0.011621012442446845,0.014668496135155654,0.013380907238885839,0.012174379879605228,0.010829429628659813,0.015725494546158406,0.015172200710731302,0.013868950376289676,0.017188697587674676,0.019070441922722052,0.013815393138430575,0.012837999595458859,0.010851727967881829,0.013903696766158375,0.08077518552576739,0.022253252826963436,0.01554898968566745,0.010637046932076904,0.01755733304518568,0.01355829124773813,0.022822365150444574,0.011077101166407852,0.024163659685485252,0.010625309053877895,0.013017127814446494,0.018718424278185906,0.012848037146246404,0.02084480171490769,0.022533400540538765,0.011422300974655662,0.016075298138472444,0.015594626597240197,0.022960502110022964,0.015708768148109273,0.016895172647950176,0.014451169302128261,0.013950325773573916,0.014243463729511609
opinion,0.010933067573695431,0.01405268659034608,0.014940894075176655,0.017181440471680423,0.01625468959163674,0.01690447109430865,0.01330385259081136,0.020732359581503445,0.020293253321833064,0.018871174508176238,0.016528568811313454,0.01612781389147294,0.018650600805447823,0.012588637317482804,0.016830212759084178,0.014119669887503433,0.01688694135107675,0.012716369537195097,0.015957625245243832,0.017036320062150136,0.01781962845644397,0.012317222224711908,0.013428703549771938,0.01560169457594025,0.01155074646271086,0.01025511317426948,0.011572848467219189,0.016718769968670815,0.016491311865034972,0.015827991853329452,0.018751537183990412,0.022800752962034168,0.011547635256490553,0.010797843639002302,0.012076128880895848,0.014585673037721776,0.02263082211587976,0.08214569210285953,0.014587963495146012,0.009993996588503883,0.01596618931180671,0.014803891166136068,0.02187527600515119,0.01177621130076039,0.02195499367241381,0.009514192810566358,0.012745189652219047,0.020580691494596452,0.013011260491048872,0.020523578450173042,0.02332357810842474,0.009591679233814198,0.014322335267120869,0.014798889853150227,0.019932014241135734,0.014337564235379147,0.0167638698623613,0.014136507857137551,0.01222702484556524,0.015402337213273457
patience,0.014753333934894603,0.013385118431092904,0.013028775863059776,0.016533616017165506,0.01430622870306522,0.017009137085550775,0.017130388003281313,0.0191914941485949,0.01691306951092943,0.021685514521227463,0.013518303354129632,0.018943647526817296,0.01429719382696832,0.015115114976185003,0.013025507447867369,0.012471507687792285,0.013229562910452516,0.009787040887217333,0.013708103323415637,0.019338326737263174,0.019981800610750125,0.015861259233149086,0.01101800236960272,0.01825621856587409,0.014329815990771946,0.012938899667494468,0.0147106351042467,0.01940697421107177,0.01273756668706263,0.017244957285456115,0.019361857702354403,0.012094824871169911,0.014122617618499991,0.013295164524108706,0.011251000782468896,0.013822165982538577,0.015492320210174262,0.014292300156813485,0.08048079421873412,0.01966648862763772,0.019091294260718164,0.014180729378214314,0.0140473426475445,0.014584389999816082,0.016557873248341442,0.018154055932411,0.0217063395940507,0.016012976371333663,0.013020972786688746,0.01912286434125073,0.015044694727137613,0.013697326344150499,0.014787144134148535,0.01135060744603237,0.019122320615265972,0.017892861259287286,0.019919822898907893,0.015425377665666854,0.015022077618400754,0.013522279413682926
